Dificultad;Categoría;Pregunta;Respuesta Correcta;Incorrecta 1;Incorrecta 2;Incorrecta 3
Medio;Deportes;¿En qué año nació la leyenda del hockey Wayne Gretzky?;1961;1965;1959;1963
Medio;Historia;¿Qué año se considera que fue el año en que terminó el Imperio Británico?;1997;1986;1981;1971
Medio;Entretenimiento: Televisión;¿Cuál es el apellido del personaje Daryl en la serie de AMC The Walking Dead?;Dixon;Grimes;Dickinson;Dicketson
Medio;Entretenimiento: Videojuegos;¿Cuál de los siguientes videojuegos aparece la ciudad de Rockport?;Necesidad de velocidad: Más buscado (2005);Infamous 2;Saints Row: El Tercero;Venganza por el quemado
Medio;Celebridades;¿Cuál de estas personas NO forma parte del grupo de comedia en Internet Mega64?;Jon Jafari;Rocco Botte;Derrick Acosta;Shawn Chatfield
Medio;Entretenimiento: Música;"¿Qué banda de rock alternativo lanzó el aclamado álbum ""OK Computer""?";Radiohead;R.E.M.;Nirvana;Coldplay
Medio;Entretenimiento: Música;¿Cómo se llamaba el álbum de Wu-Tang Clan que Martin Shkreli compró por 2 millones de dólares?;Érase una vez en Shaolin;Un mañana mejor;8 Diagramas;La saga continúa
Medio;Entretenimiento: Videojuegos;En Dead by Daylight, ¿qué habilidad asesina aplica el efecto destrozado?;Carnicero Descuidado;Knock Out;Thanatofobia;Perseverancia
Medio;Entretenimiento: Videojuegos;"En el juego ""Historia de la Cueva"", ¿cuál es la frase característica del personaje Balrog?";¡Hurra!;¡Sí!;¡Eh!;¡Nyeh je, je!
Medio;Historia;¿Cuándo se convirtió oficialmente O, Canadá en el himno nacional?;1980;1950;1920;1880
Medio;Entretenimiento: Videojuegos;¿Quién es el Nadie de Sora en Kingdom Hearts?;Roxas;Riku;Kairi;Mickey
Medio;Entretenimiento: Televisión;De los 3 Tots en Tots TV, ¿quién habla francés en la versión del Reino Unido y español en la versión estadounidense?;Tilly;Tom;Tiny;Ninguna de las anteriores
Medio;Entretenimiento: Televisión;"¿Qué raza de perro es ""Scooby Doo""?";Gran Danés;Pit bull;Boxer;Dóberman Pinscher
Medio;Entretenimiento: Televisión;¿Quién fue el primer ganador de Big Brother US en ganar con un juego perfecto?;Dan Gheesling;Ian Terry;Jordan Lloyd;Rachael Reilly
Medio;Geografía;¿Cuál estado de Estados Unidos es el más pequeño?;Rhode Island;Maine;Vermont;Massachusetts
Medio;Animales;¿Cuál es la serpiente venenosa más larga del mundo?;King Cobra;Anaconda verde;Taipan interior;Serpiente marina de vientre amarillo
Medio;Vehículos;¿Qué empresa de superdeportivos es sueca?;Koenigsegg;Bugatti;Lamborghini;McLaren
Medio;Política;¿Qué órgano principal de las Naciones Unidas ha sido suspendido desde 1994?;Consejo de Fideicomisario;Secretaría;Asamblea General;Consejo Económico y Social
Medio;Historia;¿Joseph Stalin tenía un pasado criminal haciendo qué?;Robando trenes;Asesinato por encargo;Evasión fiscal;Fraude de identidad
Medio;Conocimientos generales;¿Cuál es el mayor sistema de transporte rápido del mundo en número de estaciones, con 472 estaciones en funcionamiento?;Metro de la ciudad de Nueva York;Metro de Shanghái;Metro de Londres;Metro de Berlín
Medio;Geografía;¿Cuál de las siguientes ciudades es la capital de Letonia?;Riga;Minsk;Tallin;Vilna
Medio;Entretenimiento: Cine;"En la película de 1999 El club de la lucha, ¿cuál de estas no es una regla del ""club de la lucha""?";Siempre lleva camisa;No se habla del CLUB DE LA LUCHA;Solo dos chicos para pelear;Las peleas durarán el tiempo que sea necesario
Medio;Entretenimiento: Cómics;¿Cuál es el verdadero nombre completo del Capitán América?;Steven Grant Rogers;Steven John Rogers;Steven Peggy Rogers;Steven William Rogers
Medio;Entretenimiento: Música;"¿En qué álbum de Iron Maiden apareció la canción ""Dream of Mirrors""?";Un mundo feliz;Danza de la Muerte;Una cuestión de vida o muerte;En algún momento
Medio;Entretenimiento: Videojuegos;"¿Cuál es el nombre de la única Kerbal ""Original Four"" femenina en el Programa Espacial Kerbal?";Valentina Kerman;Emiko Kerman;Samantha Kerman;Catmund Kerman
Medio;Entretenimiento: Videojuegos;Danganronpa: ¿Otro episodio: Ultra Despair Girls está ambientado después de qué juego de Danganronpa?;Danganronpa: Caos Desencadenante;Danganronpa 2: Adiós Desesperación;Danganronpa V3: Asesinando la armonía;Danganronpa 3: El fin del instituto Hope's Peak
Medio;Entretenimiento: Anime y Manga japonés;¿En qué año salió el popular Vocaloid: Hatsune Miku?;2007;2000;2008;2010
Medio;Entretenimiento: Cómics;¿Quién fue la inspiración para Cuthbert Tornasol en la serie de Tintín?;Auguste Picard;Jacques Piccard;Will Morris;J. Cecil Maby
Medio;Entretenimiento: Videojuegos;¿Cuál de los siguientes creó y dirigió la serie Katamari Damacy?;Keita Takahashi;Hideki Kamiya;Shu Takumi;Shinji Mikami
Medio;Historia;¿Quién fue el primer mamífero lanzado con éxito a la órbita terrestre?;Laika, la perra;Jamón;El chimpancé;Panadero
Medio;Entretenimiento: Videojuegos;¿Cuál de las siguientes personas NO ha puesto voz a Jennifer Taylor?;Sarah Kerrigan;Princesa Peach;Zoey;Cortana
Medio;Entretenimiento: Música;¿Qué banda es Grand Theft Autumn/Where Is Your Boy?;Chico Fallo;¡Pánico! En la discoteca;Paramore;Blink-182
Medio;Ciencia: Informática;¿Cuál de estas personas NO fue fundador de Apple Inc?;Jonathan Ive;Steve Jobs;Ronald Wayne;Steve Wozniak
Medio;Entretenimiento: Música;"""El día que murió la música"" fue un trágico accidente de avión que mató a tres músicos en qué década?";Años 50;Años 60;Años 70;Años 40
Medio;Entretenimiento: Dibujos animados y animaciones;"¿Qué personaje de ""Toy Story"" fue doblado por Don Rickles?";Señor Cabeza de Patata;Perro Slinky;Hamm;Rex
Medio;Entretenimiento: Videojuegos;"En ""Call of Duty: Black Ops III"" Zombies, ¿qué recompensas al completar todos los easter eggs principales?";1.000.000 XP;Juggernog al inicio de cada partida;50 Diviniums Líquidos;Las tres opciones.
Medio;Entretenimiento: Videojuegos;"En la franquicia ""Halo"", ¿en qué país está Nueva Mombada?";Kenia;India;Turquía;Eslovaquia
Medio;Deportes;¿Cuál es la mejor puntuación histórica de golf de Tiger Woods?;61;65;63;67
Medio;Historia;¿Cuándo se estableció la Agencia de Seguridad Nacional de los Estados Unidos?;19302;26 de julio;1908;1 de julio
Medio;Entretenimiento: Libros;¿Cuántos libros hay en la serie Crónicas de Narnia?;7;6;8;5
Medio;Entretenimiento: Música;¿Cuál de estos clientes fue asesinado a tiros frente al Dakota en Nueva York en 1980?;John Lennon;Johnny Thunders;John Denver;Juan Cascella
Medio;Entretenimiento: Cómics;¿Cuáles de estos cómics basados en juegos fueron publicados en 2011 por DC Comics?;Infame;Left 4 Dead: El Sacrificio;Prototipo;Kane y Lynch
Medio;Entretenimiento: Videojuegos;En el juego Tom Clancy's Rainbow 6 Siege, ¿de qué organización es Valkyrie?;Navy Seals;S.A.S;G.I.G.N;F.B.I
Medio;Entretenimiento: Videojuegos;En el juego Pokémon Conquista, ¿cuántos reinos componen la región de Ransei?;17;18;15;16
Medio;Entretenimiento: Videojuegos;¿Qué canción suena durante los créditos finales de Guitar Hero: World Tour?;Teatro de los sueños - Arrastra hacia abajo;King Crimson - Hombre esquizoide del siglo XXI;Fuerza de Dragón - A través del fuego y las llamas;Lynyrd Skynyrd - Pájaro libre
Medio;Geografía;¿Cuál es el nombre del antiguo país que fue sucedido por países como Serbia, Croacia y Eslovenia?;Yugoslavia;Checoslovaquia;Abjasia;Osetia del Sur
Medio;Ciencia: Informática;En términos de informática, ¿qué significa normalmente CLI?;Interfaz de línea de comandos;Entrada de Lenguaje Común;Interfaz de línea de control;Interfaz de Lenguaje Común
Medio;Política;"Antes de 2011, ""True Capitalist Radio"" era conocida por otro nombre. ¿Cómo se llamaba?";Verdadera Radio Conservadora;Verdadera Radio Republicana;Radio Capitalista Texana;Capitalistas Unidos
Medio;Conocimientos generales;"¿Qué emblemática atracción de Disneyland cerró en 2017 para ser remodelada como una atracción temática de ""Guardianes de la Galaxia""?";La Torre del Terror de La Dimensión Desconocida;La Mansión Encantada;Piratas del Caribe;El vuelo de Peter Pan
Medio;Entretenimiento: Dibujos animados y animaciones;¿Cómo es conocido el personaje de dibujos animados Andy Capp en Alemania?;Willi Wakker;Dick Tingeler;Helmut Schmacker;Rod Tapper
Medio;Entretenimiento: Cine;"¿Qué significa TIE en referencia al caza TIE en ""Star Wars""?";Motor de Iones Gemelos;Doble Motor de Hierro;Motor interceptor doble;Motor Inception gemelo
Medio;Ciencia y Naturaleza;Todos los siguientes elementos metálicos son líquidos a o cerca de temperatura ambiente EXCEPTO:;Berilio;Galio;Cesio;Mercurio
Medio;Ciencia y Naturaleza;¿La osteoporosis afecta a qué parte del cuerpo afecta la osteoporosis?;Bones;Piel;Cerebro;Corazón
Medio;Entretenimiento: Juegos de mesa;¿Quién es el personaje principal en la cinta VHS incluida en el juego de mesa Nightmare?;El Guardián;El Guardián de Krypt;El Monstruo;La pesadilla
Medio;Entretenimiento: Cine;En Star Wars, ¿cómo se llama el nuevo Gobierno creado tras la derrota del Imperio Galáctico?;La Nueva República;La Alianza Rebelde;El Amanecer Carmesí;La Primera Orden
Medio;Entretenimiento: Videojuegos;¿Quién fue el primer Jedi que Starkiller tuvo que matar en Star Wars: La Fuerza Desatada?;Rahm Kota;Ahsoka Tano;Kazdan Paratus;Kento Marek
Medio;Entretenimiento: Televisión;¿En qué año se fundó Netflix?;1997;1999;2004;2001
Medio;Ciencia: Gadgets;¿Cuál es la iniciativa paralela más significativa que ha llevado a cabo la popular empresa de armas de fuego, Remington?;Máquinas de escribir;Batidores;Ventiladores de techo;Manillas de las puertas
Medio;Historia;¿Qué enfermedad paralizó al presidente Franklin D. Roosevelt y le llevó a ayudar a la nación a encontrar una cura?;Polio;Cáncer;Meningitis;VIH
Medio;Política;¿Cuál es el nombre completo del expresidente de Estados Unidos Bill Clinton?;William Jefferson Clinton;William Roosevelt Clinton;William Truman Clinton;William Lincoln Clinton
Medio;Entretenimiento: Música;"Según su éxito de 1974, ¿qué hacían Brownsville Station ""In The Boys' Room""?";Fumando;Colgando;Con amor;Pisando
Medio;Vehículos;¿Cuál era la matrícula de la aeronave del último Concorde construido?;G-BOAF;F-BTSC;G-BOAC;F-BVFF
Medio;Historia;¿Cuál era el verdadero nombre de Gengis Kan?;Temüjin;Möngke;Ögedei;Temür
Medio;Conocimientos generales;Bob y Mike Bryan eran hermanos conocidos en qué deporte?;Tenis;Baloncesto;Fútbol americano;Béisbol
Medio;Entretenimiento: Videojuegos;¿Cómo se llama la octava entrega de la serie Fire Emblem?;Las Piedras Sagradas;Espada Llameante;Despertar;Camino de la Radiancia
Medio;Historia;En 1961, un avión estadounidense B-52 se estrelló y casi detonó dos bombas nucleares de 4 metros sobre qué ciudad estadounidense?;Goldsboro, Carolina del Norte;Hicksville;Nueva York;Jacksonville
Medio;Entretenimiento: Videojuegos;¿Qué superviviente en Left 4 Dead se sacrificó para salvar a los demás?;Factura;Louis;Francis;Zoey
Medio;Conocimientos generales;De estos cuatro edificios, ¿cuál es el más alto, con una altura de 2.717 pies (828 m)?;Burj Khalifa, Emiratos Árabes Unidos;Torre de Shanghái;China;Torre Mundial Lotte
Medio;Entretenimiento: Dibujos animados y animaciones;"¿Cuál era el número de la camiseta de Gerald en ""¡Hey Arnold!""?";33;88;38;83
Medio;Entretenimiento: Libros;"¿La novela ""De ratones y hombres"" fue escrita por qué autor?";John Steinbeck;George Orwell;Mark Twain;Harper Lee
Medio;Historia;¿En qué año se colocó por primera vez el famoso cartel de Hollywood de 45 pies de altura?;1923;1903;1913;1933
Medio;Geografía;¿Cuántos estados soberanos son miembros de las Naciones Unidas?;195;201;153;178
Medio;Entretenimiento: Cine;"¿Cómo se llama el villano en la película ruso-estadounidense de ciencia ficción de 2015 ""Hardcore Henry""?";Akan;Estelle;Jimmy;Henry
Medio;Entretenimiento: Cine;¿Qué actor hizo la audición para el papel de Luke Skywalker?;Kurt Russell;Christopher Lambert;Laurence Fishburne;James Remar
Medio;Vehículos;¿Qué marca de coche NO pertenece a General Motors?;Ford;Buick;Cadillac;Chevrolet
Medio;Historia;¿Qué nación NO tuvo una colonia en la actual Norteamérica?;Portugal;España;Suecia;Países Bajos
Medio;Ciencia: Informática;En la industria del alojamiento de servidores, IaaS significa...;Infraestructura como Servicio;Internet como Servicio;Internet y un servidor;Infraestructura como servidor
Medio;Entretenimiento: Videojuegos;¿Cuál de estos NO es el nombre de una ciudad en la isla principal de PLAYERUNKNOWN'S BATTLEGROUNDS?;Belushya Guba;Yasnaya Polyana;Pochinki;Georgopol
Medio;Entretenimiento: Anime y Manga japonés;¿Cuál de los siguientes animes del género mecha comenzó a emitirse en 1982?;La Fortaleza Súper Dimensional Macross;Mobile Suit Gundam;VOTOMS de Tropas Blindadas;Neon Genesis Evangelion
Medio;Animales;"¿La especie ahora extinta llamada ""Tilacino"" era originaria de ¿de dónde era?";Tasmania, Australia;Baluchistán;Pakistán;Valaquia
Medio;Ciencia y Naturaleza;Al minuto más cercano, ¿cuánto tarda la luz en viajar del Sol a la Tierra?;8 minutos;6 minutos;2 minutos;12 minutos
Medio;Entretenimiento: Libros;¿Por qué apodo se conoce Jack Dawkins en la novela de Charles Dickens, 'Oliver Twist'?;El esquivador astuto;Fagin;En el blanco;Señor Fang
Medio;Mitología;¿Cuál de las siguientes figuras mitológicas mesopotámicas NO fue una deidad?;Enkidu;Enki;Enlil;Enkimdu
Medio;Deportes;En la Fórmula 1, el Coche de Seguridad Virtual se introdujo tras el accidente mortal de ¿qué piloto?;Jules Bianchi;Ayrton Senna;Ronald Ratzenberger;Gilles Villeneuve
Medio;Entretenimiento: Música;En agosto de 1964, ¿quién introdujo el cannabis a los Beatles?;Bob Dylan;Jim Morrison;Brian Epstein;Jerry Garcia
Medio;Conocimientos generales;"¿Cuál es la palabra romanizada en ruso para ""invierno""?";Zima;Leto;Vesna;Osen'
Medio;Celebridades;¿Cómo se llamaba el primer marido de Marilyn Monroe?;James Dougherty;Joe Dimaggio;Kirk Douglas;Arthur Miller
Medio;Entretenimiento: Videojuegos;"En el videojuego de 2002 ""Kingdom Hearts"", ¿cuántos mundos jugables había?";14;13;16;11
Medio;Geografía;¿Cuál es la capital de Australia?;Canberra;Sídney;Melbourne;Brisbane
Medio;Entretenimiento: Música;¿Quién es el líder de Muse?;Matt Bellamy;Dominic Howard;Thom Yorke;Jonny Greenwood
Medio;Geografía;¿Cuál de estos países es el más pequeño en población?;Noruega;Eslovaquia;Finlandia;Hong Kong
Medio;Historia;¿Quién fue el primer presidente nacido en los Estados Unidos independientes?;Martin Van Buren;John Adams;George Washington;James Monroe
Medio;Ciencia: Gadgets;Este exingeniero de la Fuerza Aérea y de la NASA es el inventor de la pistola de agua Super Soaker.;Lonnie Johnson;Bruce D'Andrade;Frances Northcutt;Ashitey Trebi-Ollennu
Medio;Entretenimiento: Videojuegos;"¿Cómo se llama la madre de Cream la Conejita en la serie ""Sonic the Hedgehog""?";Vainilla;Melocotón;Fresa;Casa de la Moneda
Medio;Entretenimiento: Música;¿Cuál de ellos no es miembro de la banda virtual Gorillaz?;Phi Cypher;Murdoc Niccals;Noodle;Russel Hobbs
Medio;Entretenimiento: Musicales y teatros;"¿De qué obra viene la frase ""Hell is other people""?";No hay salida;El Diablo y el Buen Señor;Los Condenados de Altona;Las Moscas
Medio;Geografía;¿Qué ciudad es la capital de Suiza?;Berna;Zúrich;Frankfurt;Wien
Medio;Entretenimiento: Videojuegos;¿Cuál es el personaje principal de Metal Gear Solid 2?;Raiden;Serpiente Solidus;Big Boss;Serpiente Venenosa
Medio;Geografía;¿Qué pequeño principado hay entre España y Francia?;Andorra;Liechtenstein;Mónaco;San Marino
Medio;Geografía;¿Cuál es la capital de Chile?;Santiago;Valparaíso;Copiapó;Antofagasta
Medio;Historia;¿En qué fecha nació Adolf Hitler?;20 de abril de 1889;12 de junio;1889;6 de febrero
Medio;Entretenimiento: Videojuegos;¿Qué personaje desbloqueable en Super Smash Bros? ¿Para Wii no hay que luchar contra U y 3DS para desbloquear?;Cazas Mii;Ness;R.O.B.;Mewtwo
Medio;Entretenimiento: Videojuegos;"¿Quién puso voz al personaje Joel en ""The Last of Us""?";Troy Baker;Nolan North;John DiMaggio;Steve Blum
Medio;Deportes;¿Cuál de estos números de camiseta nunca ha llevado Shaquille O'Neal?;35;36;33;32
Medio;Arte;¿Quién diseñó el logo de Chupa Chups?;Salvador Dalí;Pablo Picasso;Andy Warhol;Vincent van Gogh
Medio;Vehículos;¿Qué apodo se le dio al vuelo 143 de Air Canada después de quedarse sin combustible y planear hasta un lugar seguro en 1983?;Gimli Glider;Gimli Microlight;Cazador de Gimli;Gimli Soberbia
Medio;Entretenimiento: Videojuegos;En Need For Speed Most Wanted (2005), ¿qué conduces al principio del modo carrera?;BMW M3 GTR;Porsche 911 Turbo;Nissan 240SX;Ford Mustang
Medio;Geografía;¿Cuál de las siguientes familias lingüísticas es la más controvertida entre los lingüistas modernos?;Altaico;Sino-Tibetano;Dravidico;Indoeuropeo
Medio;Ciencia y Naturaleza;¿Qué término psicológico se refiere al estrés de mantener creencias opuestas?;Disonancia cognitiva;Síndrome de Flip-Flop;Cerebro Dividido;Vista ciega
Medio;Entretenimiento: Videojuegos;En el juego de fiesta de Jackbox Monster Seeking Monster, ¿qué monstruo puede robar dos corazones a otros monstruos bajo ciertas condiciones?;Asesino en serie;Parásito;Acechador;Espejo mágico
Medio;Entretenimiento: Música;¿Cómo se llama la guitarra de Brian May?;Especial Rojo;Especial azul;Especial verde;Especial amarillo
Medio;Ciencia y Naturaleza;¿Quién desarrolló la primera vacuna exitosa contra la polio en los años 50?;Jonas Salk;John F. Enders;Thomas Weller;Frederick Robbins
Medio;Geografía;¿Cuál de estas NO es una isla que forma parte de Filipinas?;Java;Luzón;Mindanao;Palawan
Medio;Entretenimiento: Televisión;"¿Quién fue la estrella de la serie de televisión ""24""?";Kiefer Sutherland;Kevin Bacon;Hugh Laurie;Rob Lowe
Medio;Vehículos;¿Cuál de los siguientes modelos de coche ha sido más reetiquetado (rebadged)?;Soldado Isuzu;Holden Monaro;Suzuki Swift;Chevy Camaro
Medio;Entretenimiento: Libros;"¿Cómo se llamaba la Isla Misteriosa en ""La Isla Misteriosa"" de Julio Verne?";Isla Lincoln;Isla Vulcania;Isla Prometeo;Isla Neptuno
Medio;Geografía;¿Qué dos países actuales solían ser conocidos como la región de Rodesia entre la década de 1890 y 1980?;Zambia y Zimbabue;Togo y Benín;Lesoto y Suazilandia;Ruanda y Burundi
Medio;Entretenimiento: Videojuegos;En Dota 2, ¿cuál es el verdadero nombre de Earthshaker?;Raigor Stonehoof;Banehallow Ambry;Carl;Barathrum
Medio;Entretenimiento: Videojuegos;Just Cause 2 se ambienta principalmente en qué país ficticio de islas del sudeste asiático?;Panau;Davao;Macao;Palaos
Medio;Entretenimiento: Juegos de mesa;¿Qué objeto especial enviaron los creadores de Cards Against Humanity para su pack de Black Friday?;Excrementos de toro;Una expansión de cartas;Un juguete racista;Orina de gato
Medio;Entretenimiento: Videojuegos;"¿En qué lugar reside Dark Sun Gwyndolin en ""Dark Souls""?";Anor Londo;Santuario del Enlace de Fuego;Blighttown;Horno de la primera llama
Medio;Historia;¿Cómo se llama el buque espía de la Marina de EE. UU. que fue atacado y capturado por las fuerzas norcoreanas en 1968?;USS Pueblo;USS North Carolina;USS Constitution;USS Indianapolis
Medio;Ciencia y Naturaleza;El síndrome de Down suele ser causado por una copia extra de qué cromosoma?;21;23;15;24
Medio;Entretenimiento: Videojuegos;"¿Quién es el personaje principal de ""Metal Gear Solid 3""?";Serpiente desnuda;Serpiente Sólida;Serpiente Líquida;Serpiente Venenosa
Medio;Entretenimiento: Videojuegos;En los juegos originales de DOOM, ¿cuál de los siguientes demonios es un recolor del Barón del Infierno, pero es más débil que el Barón?;Caballero del Infierno;Mancubus;Meñique;Arch-Vile
Medio;Entretenimiento: Cine;¿Qué actor y artista marcial protagonizó como el coronel Guile en la adaptación cinematográfica de acción de Street Fighter de 1994?;Jean-Claude Van Damme;Chuck Norris;Steven Seagal;Scott Adkins
Medio;Entretenimiento: Videojuegos;¿Quién publicó el videojuego Half-Life de 1998?;Sierra On-Line;Válvula;Ventisca;EA
Medio;Entretenimiento: Música;¿Cuál de estos artistas aparece en el álbum Deltron 3030?;Dan el Automatero;Lamarr Kendrick;Ratón Peligroso;CeeLo Green
Medio;Entretenimiento: Videojuegos;"¿Quién es el personaje principal de la saga de videojuegos ""Ace Attorney""?";Phoenix Wright;Winston Payne;Dahlia Hawthorne;Ash Ketchum
Medio;Entretenimiento: Música;"¿Qué significa las letras del nombre de la banda ""TWRP""?";Fiesta de Remix Tupperware;Intérpretes de robots totalmente malvados;El equipo Wild y los Piratas de la Radio;Rol en Taiwán
Medio;Entretenimiento: Videojuegos;"¿Cuántos objetos únicos afirma tener ""Borderlands 2""?";87 Bazillion;87 millones;87 billones;87 Gazillion
Medio;Entretenimiento: Televisión;En la serie de ciencia ficción Doctor Who, ¿quién interpreta al Décimo Doctor?;David Tennant;William Hartnell;Peter Capaldi;Peter Davison
Medio;Entretenimiento: Videojuegos;¿En qué juego de Mario debutó el Mega Champiñón?;Mario Party 4;Nuevos Super Mario Bros.;Mario Kart Wii;Super Mario 3D World
Medio;Historia;¿Cuál misión Apolo fue la última del programa Apolo de la NASA?;Apollo 17;Apollo 13;Apollo 11;Apollo 15
Medio;Deportes;¿De qué isla portuguesa es el futbolista Cristiano Ronaldo?;Madeira;Terceira;Santa María;Porto Santo
Medio;Ciencia y Naturaleza;¿Cuál de los siguientes hombres no tiene un elemento químico que lleve su nombre?;Sir Isaac Newton;Albert Einstein;Niels Bohr;Enrico Fermi
Medio;Entretenimiento: Música;¿Quién es el fundador y líder de la banda de rock industrial 'Nine Inch Nails'?;Trent Reznor;Marilyn Manson;Robin Finck;Josh Homme
Medio;Deportes;¿Cuál es el cinturón más alto que se puede obtener en Taekwondo?;Negro;Blanco;Rojo;Verde
Medio;Entretenimiento: Cine;"¿Qué actor estrella estuvo en ""Top Gun"", ""Jerry Maguire"" y ""Born on the Fourth of July""?";Tom Cruise;Kelly McGillis;John Travolta;George Clooney
Medio;Animales;¿Qué tipo de animal es un natterjack?;Sapo;Pájaro;Peces;Insecto
Medio;Entretenimiento: Videojuegos;¿En qué motor se fabricó Titanfall?;Motor Fuente;Congelación 3;Unreal Engine;Cryengine
Medio;Geografía;¿Dónde se encuentra la zona comúnmente conocida como el Triángulo de las Bermudas?;Océano Atlántico Norte, entre Florida y Puerto Rico;Océano Pacífico Norte;entre Japón y Estados Unidos;En el mar Caribe
Medio;Entretenimiento: Videojuegos;¿Quién es el personaje que interpretas en Yume Nikki?;Madotsuki;Masada;Uboa;Poniko
Medio;Entretenimiento: Videojuegos;"¿Cuánto costó el juego indie ""Cave Story"" cuando se lanzó por primera vez en 2004?";$0 USD;5 USD;10 USD;15 USD
Medio;Entretenimiento: Televisión;"¿Cuál de las siguientes figuras NO tuvo un cameo en ""The Drew Carey Show"" (1995-2004)?";Bill Cosby;Donald Trump;"""Weird Al"" Yankovic";Pato Lucas
Medio;Conocimientos generales;¿Cuál es el idioma hablado más popular en el hemisferio sur?;Portugués;Inglés;Español;Francés
Medio;Entretenimiento: Videojuegos;En Undertale, ¿cuánto cuestan los Donuts Araña en Hotland?;9999G;7G;40G;12G
Medio;Entretenimiento: Música;¿Quién es el artista del reciente nuevo álbum The Uncanny Valley?;Perturbador;Carpenter Brut;GOST;Dan Terminus
Medio;Entretenimiento: Televisión;"En ""Los Simpson"", ¿cuál es el verdadero nombre de ""Comic Book Guy""?";Jeff Albertson;Comic Book Guy;Edward Stone;Jack Richardson
Medio;Conocimientos generales;¿Cuál es el idioma oficial en Barcelona aparte del español?;Catalán;Galego;Francés;Vasco
Medio;Entretenimiento: Música;"¿Qué cantante apareció en la canción ""Wake Me Up"" del productor sueco Avicii?";Aloe Blacc;John Legend;CeeLo Green;Pharrell Williams
Medio;Entretenimiento: Televisión;"¿Qué película sirvió como episodio piloto de KTMA para la serie ""Mystery Science Theater 3000""?";El Baba Verde;El robot contra La momia azteca;El Ojo Reptante;Plan 9 desde el espacio exterior
Medio;Animales;¿Cuál es el animal más rápido?;Halcón peregrino;Águila Real;Guepardo;Tábano
Medio;Entretenimiento: Anime y Manga japonés;¿Cuál de estos títulos del manga no fue creado por Urasawa Naoki?;El diario de mi padre;Billy Bat;Chicos del siglo XX;Monstruo
Medio;Historia;¿Quién fue la primera esposa del rey Enrique VIII?;Catalina de Aragón;Jane Seymour;Ana Bolena;Ana de Cleves
Medio;Entretenimiento: Videojuegos;"¿Cuál de estos bloques en ""Minecraft"" tiene la menor resistencia a las explosiones?";Arena;Piedra final;Agua;Tablas de madera
Medio;Entretenimiento: Música;¿Quién es el cantante principal de Bastille?;Dan Smith;Will Farquarson;Kyle Simmons;Chris Wood
Medio;Entretenimiento: Música;¿Cuál de estos grupos de black metal fue un proyecto en solitario?;Burzum;Trono Oscuro;Caos;Disección
Medio;Entretenimiento: Anime y Manga japonés;"¿En qué año se llamó el anime ""Himouto! ¿Aire de Umaru-chan?";2015;2014;2012;2013
Medio;Entretenimiento: Libros;"¿Cuál de los siguientes fue el autor de ""Username Evie""?";Joe Sugg;Zoe Sugg;Joe Weller;Alfie Deyes
Medio;Entretenimiento: Videojuegos;¿Qué jugador de fútbol aparece en la versión internacional de portada del videojuego FIFA 16?;Lionel Messi;Cristiano Ronaldo;Wayne Rooney;David Beckham
Medio;Entretenimiento: Videojuegos;¿Cuántos mandos podría tener conectado una Nintendo GameCube a la vez?;4;8;6;2
Medio;Entretenimiento: Videojuegos;"¿El primer juego del Proyecto Touhou, ""Altamente Receptivo a las Oraciones"", ¿de qué género pertenece?";Breakout/Arkanoid;Disparad;Rompecabezas;Caza
Medio;Entretenimiento: Videojuegos;En Star Wars: Republic Commando (2005), ¿cómo se llama el escuadrón con el que juegas?;Delta Squad;Omega Squad;Escuadrón Echo;Escuadrón Alfa
Medio;Entretenimiento: Videojuegos;"En el mapa ""Call Of Duty: Zombies"" ""Origins"", ¿cuántos pasos hay para mejorar un Bastón?";4;7;5;3
Medio;Entretenimiento: Anime y Manga japonés;"En ""Black Lagoon"", ¿de qué color es la corbata de Rock?";Verde azulado;Carmesí;Marrón oscuro;Negro
Medio;Entretenimiento: Videojuegos;¿Cuál de estos personajes casi se añadió a Super Smash Bros. Melee, pero no se incluyó porque el juego estaba demasiado avanzado en desarrollo?;Serpiente Sólida;Pit;Meta Knight;R.O.B.
Medio;Entretenimiento: Música;¿Quién fue el miembro más veterano de The Beatles?;Ringo Starr;John Lennon;Paul McCartney;George Harrison
Medio;Entretenimiento: Televisión;"En la serie de televisión ""Lazy Town"", ¿quién es el actor de Robbie Rotten?";Stefán Stefánsson;Adam Sandler;Magnús Scheving;Stephen Carl
Medio;Entretenimiento: Videojuegos;¿Cómo se llama la máquina que falla y condena esencialmente a la humanidad al principio del primer juego de Half-Life?;Espectrómetro antimasas;Generador de oscilaciones;Reactor de fusión oscura;Resonador de fusión oscura
Medio;Geografía;¿Cuál es el idioma nacional oficial de Pakistán?;Urdu;Indio;Panyabi;Pashtú
Medio;Entretenimiento: Videojuegos;¿Cómo iba a llamarse originalmente el personaje Kirby?;Popopo;Dedede;Waddle Dee;Prince Puff
Medio;Entretenimiento: Cómics;¿Qué miembro de Doom Patrol fue una incorporación posterior, apareciendo por primera vez en 1989?;Jane la Loca;Elast-Girl;Robotman;Hombre Negativo
Medio;Entretenimiento: Musicales y teatros;¿Quién interpretó al marqués de Lafayette y a Thomas Jefferson en la temporada original de Hamilton en Broadway?;Daveed Diggs;Lin-Manuel Miranda;Javier Muñoz;Wayne Brady
