numero;No.;Name;Nickname;Equipo;posicion;Rol;Posicion2;Character Role;Age Group;Enlace1;imagen;emlace2;nombre completo;Columna6;Columna1;Columna2;Columna8;Columna9;Columna10;Columna11;Columna12;Columna13
3093;Taiga;Inazuma Eleven GO: Light / Shadow;Female;Mountain;GK;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NyMnP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/k/h/kh9tvh1ogb8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcjJz92igg%3D%3D;Taiga West;Ágil, ágil y poderosa, es una fuerza imparable en el campo.;;;;;;;;
3094;Firebird;Inazuma Eleven GO: Light / Shadow;Male;Fire;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NyMjP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/7/j/7jmyc4tsnou.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcjIz92igg%3D%3D;Phoenix Southers;Capaces de saltos altos y majestuosos que asombran a todos los que los presencian.;;;;;;;;
3095;Drakaina;Inazuma Eleven GO: Light / Shadow;Female;Wind;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NyMfP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/p/j/pjzqz1qwqx8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcjHz92igg%3D%3D;Drakaina Eastwick;Se abre paso sin esfuerzo por el campo como un dragón místico.;;;;;;;;
3096;Johann;Inazuma Eleven GO: Light / Shadow;Male;Wind;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NyMbP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/-/l/-lclek2khku.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcjGz92igg%3D%3D;Johann Storm;Su físico esbelto le permite barrer a sus rivales y correr más rápido que ellos.;;;;;;;;
3097;Jon;Inazuma Eleven GO: Light / Shadow;Male;Fire;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nx8_P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/u/p/upx5cko45pc.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcfPz92igg%3D%3D;Jon Himmel;Un jugador impetuoso, nada puede detenerse en su camino por mucho tiempo.;;;;;;;;
3098;Val;Inazuma Eleven GO: Light / Shadow;Female;Mountain;MF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nx87P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/l/n/lnmyv1ocu80.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcfOz92igg%3D%3D;Val Cano;Una chica tranquila e imperturbable que, de alguna manera, siempre hace que sus oponentes entren en pánico.;;;;;;;;
3099;Seb;Inazuma Eleven GO: Light / Shadow;Male;Forest;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nx83P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/f/i/fift8o7khce.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcfNz92igg%3D%3D;Seb Rosa;Un jugador sigiloso que puede acercarse sigilosamente y robar el balón sin hacer ruido.;;;;;;;;
31;Carlton;Inazuma Eleven;Male;Forest;GK;Player;Middle School;Grade 8;Royal Academy;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_PzM3P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/0/y/0yivxpk1ur8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzs_Pz8zNz92igg%3D%3D;Bob Carlton;Físicamente fuerte y rápido. Puede cerrar a los atacantes en un segundo.;;;?;×;×;×;×;×
3100;Calla;Inazuma Eleven GO: Light / Shadow;Female;Fire;FW;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nx8zP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/0/g/0g0mrxdwmvs.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcfMz92igg%3D%3D;Calla de Wild;Le encantan los arreglos florales de todo tipo. Incluso lo da los fines de semana.;;;;;;;;
3101;Anthea;Inazuma Eleven GO: Light / Shadow;Female;Wind;MF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nx8vP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/2/b/2bzq_opcjps.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcfLz92igg%3D%3D;Anthea Tussore;Cose sus propios scrunchies y cintas, que son populares entre todos sus amigos.;;;;;;;;
3102;Doe;Inazuma Eleven GO: Light / Shadow;Female;Forest;DF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nx8rP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/h/p/hpcxsxpmkae.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcfKz92igg%3D%3D;Sylvia Lagus;Aficionada a los conejos, cuida mucho de quienes viven en los terrenos del colegio.;;;;;;;;
3103;Sophie;Inazuma Eleven GO: Light / Shadow;Female;Forest;FW;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nx8nP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/n/g/nghebscur60.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcfJz92igg%3D%3D;Sophie Spencer;Inusualmente madura para su edad, viste con un estilo sobrio y elegante.;;;;;;;;
3104;Erwin;Inazuma Eleven GO: Light / Shadow;Male;Mountain;DF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nx8jP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/w/u/wuqlst6u8jc.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcfIz92igg%3D%3D;Erwin Goel;Un chico realmente dotado, ya tiene una oferta no oficial de una universidad de primer nivel.;;;;;;;;
3105;Raphael;Inazuma Eleven GO: Light / Shadow;Male;Fire;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nx8fP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/i/e/iev9de52b20.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcfHz92igg%3D%3D;Raphael Allegro;Bendecido con una voz clara y angelical. Canta en un coro góspel los fines de semana.;;;;;;;;
3106;Azrael;Inazuma Eleven GO: Light / Shadow;Male;Forest;MF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nx8bP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/t/s/tsecwhfm2fc.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcfGz92igg%3D%3D;Azrael Andrews;La encarnación de la fortaleza y el vigor. Un jugador sólido y fiable.;;;;;;;;
3107;Virga;Inazuma Eleven GO: Light / Shadow;Male;Wind;FW;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nxs_P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/9/e/9efrqgwfxp8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcbPz92igg%3D%3D;Taranis Virga;Tiene la inusual capacidad de predecir el tiempo del día siguiente solo desde el aire.;;;;;;;;
3108;Olympe;Inazuma Eleven GO: Light / Shadow;Female;Fire;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nxs7P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/m/s/ms0whfw_6au.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcbOz92igg%3D%3D;Olympe Haymes;Un gran atleta que ha batido récords mundiales en siete disciplinas diferentes.;;;;;;;;
3109;Sepia;Inazuma Eleven GO: Light / Shadow;Female;Wind;MF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Nxs3P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/s/d/sdxfucf3p6k.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcbNz92igg%3D%3D;Sepia Bartletti;Su pasión por el buceo lo heredó de su madre, que era buceadora de concesión.;;;;;;;;
3110;Neva;Inazuma Eleven GO: Light / Shadow;Female;Forest;DF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NxszP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/d/r/drmk59jnijm.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcbMz92igg%3D%3D;Neva Kevinne;Realmente brilla durante los festivales de invierno, cuando sus esculturas de nieve ganan premios.;;;;;;;;
3111;Seneca;Inazuma Eleven GO: Light / Shadow;Female;Mountain;FW;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NxsvP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/f/k/fkh4xkxhnpm.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcbLz92igg%3D%3D;Seneca Herrmann;Tiene fascinación por los espectáculos de magia y viaja por todas partes para verlos.;;;;;;;;
3112;Amy;Inazuma Eleven GO: Light / Shadow;Female;Forest;MF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NxsrP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/u/i/uiqz6bxbk8k.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcbKz92igg%3D%3D;Amy Sargent;Un compañero de clase de Arion. Una caballera tranquila, pero sabe lo que quiere.;;;;;;;;
3113;Aaron;Inazuma Eleven GO: Light / Shadow;Male;Mountain;DF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NxsnP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/o/n/onzspgit_cu.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcbJz92igg%3D%3D;Aaron Newgate;Un chico optimista y fácilmente complaciente en la misma clase que Arion y compañía.;;;;;;;;
3114;Ocho;Inazuma Eleven GO: Light / Shadow;Male;Wind;MF;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NxsjP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/_/l/_lcne5epsv8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcbIz92igg%3D%3D;Ocho Lightning;El octavo de once hijos. Jugador completo, decente en ataque y defensa.;;;;;;;;
3115;Una;Inazuma Eleven GO: Light / Shadow;Female;Forest;GK;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NxsfP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/l/p/lp9v10hl1qu.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcbHz92igg%3D%3D;Una Lightning;El mayor de once y líder de facto. Increíblemente preciso al chutar un balón.;;;;;;;;
3116;Kyu;Inazuma Eleven GO: Light / Shadow;Male;Fire;FW;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87NxsbP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/6/n/6nm0ylhxyj8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzcbGz92igg%3D%3D;Kyu Lightning;El noveno hijo de once de forma brusca. Utiliza el fútbol americano como forma de aliviar el estrés.;;;;;;;;
3117;Deece;Inazuma Eleven GO: Light / Shadow;Female;Fire;MF;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mz8_P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/s/i/si5_oatyvgc.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM_Pz92igg%3D%3D;Deece Lightning;El segundo más joven de once hermanos. Una chica traviesa y divertida.;;;;;;;;
3118;Dri;Inazuma Eleven GO: Light / Shadow;Male;Wind;DF;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mz87P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/j/k/jkiej_1ic10.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM_Oz92igg%3D%3D;Dri Lightning;El tercer hijo de once años. Un tipo callado, sus habilidades defensivas hablan por él.;;;;;;;;
3119;Sett;Inazuma Eleven GO: Light / Shadow;Male;Forest;DF;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mz83P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/d/l/dlrrwiaa3ve.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM_Nz92igg%3D%3D;Sett Lightning;El séptimo de once hermanos. Un chico astuto y hábil interceptando el balón.;;;;;;;;
3120;Cinqua;Inazuma Eleven GO: Light / Shadow;Female;Forest;DF;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mz8zP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/y/n/ynakddm6ams.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM_Mz92igg%3D%3D;Cinqua Lightning;Discute constantemente con su gemela, pero en una crisis trabajan perfectamente juntas.;;;;;;;;
3121;Sei;Inazuma Eleven GO: Light / Shadow;Female;Mountain;MF;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mz8vP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/w/s/wsdwze0wfgs.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM_Lz92igg%3D%3D;Sei Lightning;Se pelea con su gemela todo el tiempo, pero no podría arreglárselas sin ella.;;;;;;;;
3122;Charr;Inazuma Eleven GO: Light / Shadow;Male;Mountain;GK;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mz8rP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/b/e/bes3e7ssyte.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM_Kz92igg%3D%3D;Charr Lightning;El cuarto de once hijos y, sin duda, el más fuerte y rápido de todos.;;;;;;;;
3123;Dos;Inazuma Eleven GO: Light / Shadow;Male;Fire;FW;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mz8nP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/h/r/hrpcnmnkhz0.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM_Jz92igg%3D%3D;Dos Lightning;El segundo hijo de once años. Comprensivo y sereno, es su pilar emocional.;;;;;;;;
3124;Elf;Inazuma Eleven GO: Light / Shadow;Male;Mountain;GK;Player;Exobeing;-;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mz8jP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/q/d/qd-jgzbeqac.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM_Iz92igg%3D%3D;Elf Lightning;El último de once hijos. Un chico ruidoso y animado que se niega a ser pisoteado.;;;;;;;;
3125;Lightfoot;Inazuma Eleven GO: Light / Shadow;Male;Wind;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mz8fP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/k/p/kpb7ruc8n_0.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM_Hz92igg%3D%3D;Celer Lightfoot;Un chico con pies de liebre que puede pasar de estar parado a toda velocidad en cuestión de segundos.;;;;;;;;
3126;Quick;Inazuma Eleven GO: Light / Shadow;Female;Fire;FW;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mz8bP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/v/b/vbwa8rkggmc.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM_Gz92igg%3D%3D;Verity Quick;Conocida por sus reflejos rápidos. Puede reaccionar a estímulos visuales en 0,15 segundos.;;;;;;;;
3127;Karter;Inazuma Eleven GO: Light / Shadow;Male;Forest;GK;Player;Middle School;Grade 9;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mzs_P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/7/p/7prxmqtpbg8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM7Pz92igg%3D%3D;Gonzalo Karter;Un entusiasta del karting que ha ganado innumerables carreras, aunque aún joven.;;;;;;;;
3128;Golightly;Inazuma Eleven GO: Light / Shadow;Male;Fire;DF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mzs7P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/k/b/kba2lvl1stu.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM7Oz92igg%3D%3D;Will Golightly;Conocido por su hábil juego de pies. Nadie puede predecir su próximo movimiento.;;;;;;;;
3129;Wheels;Inazuma Eleven GO: Light / Shadow;Male;Fire;DF;Player;Middle School;Grade 9;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mzs3P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/q/u/qu5dyi-9zzk.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM7Nz92igg%3D%3D;Fred Wheeler;Un ciclista entusiasta que puede pasar días enteros en bici. Espera poder competir algún día.;;;;;;;;
3130;Lynes;Inazuma Eleven GO: Light / Shadow;Male;Wind;MF;Player;Middle School;Grade 9;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87MzszP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/b/g/bgii13yh0am.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM7Mz92igg%3D%3D;Capro Lynes;Tiene buen sentido del equilibrio y lo demuestra corriendo por los cables.;;;;;;;;
3131;Roundy;Inazuma Eleven GO: Light / Shadow;Male;Fire;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87MzsvP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/z/n/znp-bukrxgm.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM7Lz92igg%3D%3D;Gabe Roundhouse;Presume de una impresionante patada redonda, pero a veces se marea al practicar.;;;;;;;;
3132;Kodiak;Inazuma Eleven GO: Light / Shadow;Male;Wind;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87MzsrP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/o/p/op-f2rsrc1k.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM7Kz92igg%3D%3D;Beorn Kodiak;Ha enviado muchos balones a toda velocidad contra los jugadores con su patada rápida y potente.;;;;;;;;
3133;Barra;Inazuma Eleven GO: Light / Shadow;Male;Fire;DF;Player;Middle School;Grade 9;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87MzsnP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/i/g/igdqlmzzpvu.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM7Jz92igg%3D%3D;Cham Barra;Recientemente se ha aficionado al kickboxing tras ver una serie de películas de artes marciales.;;;;;;;;
3134;Ex;Inazuma Eleven GO: Light / Shadow;Male;Forest;MF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87MzsjP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/5/i/5isliz_jem8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM7Iz92igg%3D%3D;Rex Less;No tiene miedo de lanzarse a la pelea. El que tenía más cicatrices.;;;;;;;;
3135;Proudler;Inazuma Eleven GO: Light / Shadow;Male;Mountain;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87MzsfP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/n/i/nitt5-8bjzu.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM7Hz92igg%3D%3D;Leon Proudler;Un jugador orgulloso que no deja que nadie más lance una falta que ha conseguido.;;;;;;;;
3136;Kicker;Inazuma Eleven GO: Light / Shadow;Female;Forest;MF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87MzsbP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/8/k/8kiyuba7oq8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM7Gz92igg%3D%3D;Watta Kicker;Su actitud insolente a menudo la mete en peleas, pero siempre gana.;;;;;;;;
3137;Coxcomb;Inazuma Eleven GO: Light / Shadow;Male;Fire;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Lz87Mzc_P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/y/i/yit56iwox_u.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPy8_OzM3Pz92igg%3D%3D;Egor Coxcomb;Muy orgulloso de su cresta, pero se desinfla fácilmente si la gente lo critica.;;;;;;;;
